Approved_Symbol	Entrez_ID	BIG-C_Category	Affymetrix_HGU133A	BrainArray_HGU133A	Affymetrix_HGU133A2	BrainArray_HGU133A2	Affymetrix_HGU133-Plus2	BrainArray_HGU133-Plus2	Affymetrix_HuGene1-1	BrainArray_HuGene1-1	Illumina_HWG-6v2	Illumina_HWG-6v3	Illumina_HT-12v3	Illumina_HT-12v4
DDB1	1642	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
DDB2	1643	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
DDC	1644	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DDHD2	23259	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DDIT3	1649	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DDIT4	54541	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DDN	23109	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DDO	8528	Peroxisomes	1	1	1	1	1	1	1	1	1	1	1	1
DDOST	1650	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DDRGK1	65992	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
DDX1	1653	Pattern-Recognition-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
DDX10	1662	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DDX17	10521	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
DDX18	8886	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DDX19A	55308	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
DDX21	9188	Pattern-Recognition-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
DDX23	9416	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
DDX24	57062	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DDX25	29118	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
DDX27	55661	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DDX28	55794	Mitochondria-DNA-to-RNA	1	1	1	1	1	1	1	1	1	1	1	1
DDX31	64794	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
DDX39A	10212	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
DDX3X	1654	Pattern-Recognition-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
DDX3Y	8653	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
DDX41	51428	Pattern-Recognition-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
DDX42	11325	Anti-Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1
DDX46	9879	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
DDX49	54555	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DDX50	79009	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DDX51	317781	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
DDX54	79039	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
DDX56	54606	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
DDX58	23586	Pattern-Recognition-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
DDX6	1656	MicroRNA-Processing	1	1	1	1	1	1	1	1	1	1	1	1
DDX60	55601	Pattern-Recognition-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
DEAF1	10522	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
DECR1	1666	Fatty-Acid-Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1
DEDD	9191	Pro-Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1
DEF6	50619	Immune-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DEF8	54849	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DEFA4	1669	Secreted-Immune	1	1	1	1	1	1	1	1	1	1	1	1
DEFB1	1672	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
DEGS1	8560	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DEK	7913	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
DENND1A	57706	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
DENND1B	163486	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
DENND1C	79958	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
DENND2A	27147	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DENND2D	79961	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DENND3	22898	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
DENND4A	10260	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DENND4C	55667	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
DENND5A	23258	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
DENND5B	160518	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DENR	8562	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
DEPDC5	9681	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
DEPTOR	64798	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DERA	51071	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DERL1	79139	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DERL2	51009	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DES	1674	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DESI1	27351	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
DESI2	51029	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
DET1	55070	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
DEXI	28955	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DFFA	1676	Pro-Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1
DFNA5	1687	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DGAT1	8694	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DGCR2	9993	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DGKA	1606	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DGKD	8527	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
DGKE	8526	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DGKG	1608	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DGKQ	1609	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DGKZ	8525	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
DGUOK	1716	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
DHCR24	1718	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DHCR7	1717	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DHDDS	79947	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DHODH	1723	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
DHPS	1725	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DHRS1	115817	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DHRS11	79154	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
DHRS12	79758	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DHRS2	10202	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
DHRS3	9249	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DHRS7	51635	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DHRS7B	25979	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DHRS9	10170	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DHTKD1	55526	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
DHX15	1665	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
DHX16	8449	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
DHX29	54505	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
DHX30	22907	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
DHX32	55760	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
DHX35	60625	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
DHX38	9785	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
DHX57	90957	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
DHX58	79132	Pattern-Recognition-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
DHX8	1659	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
DHX9	1660	Pattern-Recognition-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
DIABLO	56616	Pro-Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1
DIAPH1	1729	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DIAPH2	1730	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DIAPH3	81624	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DICER1	23405	MicroRNA-Processing	1	1	1	1	1	1	1	1	1	1	1	1
DIDO1	11083	Pro-Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1
DIEXF	27042	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DIMT1	27292	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
DIO1	1733	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DIO2	1734	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DIO3	1735	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DIP2C	22982	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DIRAS3	9077	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DIS3	22894	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
DIXDC1	85458	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DKK1	22943	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
DKK2	27123	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
DKK3	27122	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
DKK4	27121	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
DLAT	1737	Mitochondria-TCA-Cycle	1	1	1	1	1	1	1	1	1	1	1	1
DLC1	10395	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
DLD	1738	Mitochondria-TCA-Cycle	1	1	1	1	1	1	1	1	1	1	1	1
DLEU1	10301	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DLG1	1739	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DLG2	1740	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DLG3	1741	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DLG4	1742	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DLG5	9231	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DLGAP1	9229	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DLGAP4	22839	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DLGAP5	9787	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DLK1	8788	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DLK2	65989	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
DLL3	10683	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DLX2	1746	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
DLX4	1748	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
DMBT1	1755	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DMC1	11144	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
DMD	1756	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DMPK	1760	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DMTF1	9988	Anti-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
DMTN	2039	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DMXL1	1657	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DMXL2	23312	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
DNA2	1763	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
DNAAF1	123872	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DNAAF2	55172	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DNAAF5	54919	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DNAH17	8632	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DNAH3	55567	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DNAJA1	3301	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DNAJA2	10294	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJB1	3337	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJB12	54788	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DNAJB14	79982	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJB2	3300	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJB4	11080	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJB5	25822	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJB6	10049	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJB9	4189	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC1	64215	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC10	54431	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC11	55735	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC12	56521	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC13	23317	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC15	29103	Mitochondria-Oxidative-Phosphorylation	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC16	23341	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC17	55192	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC24	120526	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC28	54943	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC3	5611	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC4	3338	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC6	9829	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC7	7266	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC8	22826	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DNAL4	10126	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DNALI1	7802	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DNASE1	1773	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DNASE1L1	1774	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DNASE1L2	1775	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
DNASE1L3	1776	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
DNASE2	1777	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
DNASE2B	58511	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
DNM1	1759	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
DNM1L	10059	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DNM2	1785	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
DNM3	26052	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
DNMBP	23268	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
DNMT1	1786	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
DNMT3A	1788	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
DNPEP	23549	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DNPH1	10591	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DNTT	1791	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
DNTTIP2	30836	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
DOC2B	8447	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DOCK1	1793	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DOCK10	55619	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
DOCK2	1794	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DOCK3	1795	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
DOCK4	9732	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
DOCK5	80005	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DOCK6	57572	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DOCK9	23348	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DOHH	83475	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DOK1	1796	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DOK2	9046	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DOK3	79930	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DOK4	55715	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DOK5	55816	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DOLK	22845	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DOLPP1	57171	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DONSON	29980	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
DOPEY1	23033	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
DOPEY2	9980	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
DOT1L	84444	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
DPAGT1	1798	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DPEP1	1800	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DPEP2	64174	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DPEP3	64180	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DPF1	8193	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
DPF2	5977	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
DPH2	1802	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DPH5	51611	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DPM1	8813	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DPM2	8818	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DPM3	54344	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
DPP3	10072	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
DPP4	1803	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DPP6	1804	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
DPP8	54878	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DPT	1805	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
DPY19L1	23333	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DPY19L4	286148	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DPYD	1806	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DPYS	1807	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DPYSL2	1808	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DPYSL3	1809	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DR1	1810	General-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
DRAM1	55332	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
DRAP1	10589	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
DRD2	1813	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DRD4	1815	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DRD5	1816	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DRG1	4733	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DRG2	1819	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DROSHA	29102	MicroRNA-Processing	1	1	1	1	1	1	1	1	1	1	1	1
DSC1	1823	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DSC2	1824	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
DSC3	1825	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DSCC1	79075	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
DSCR3	10311	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DSE	29940	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
DSG1	1828	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DSG2	1829	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DSG3	1830	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DSN1	79980	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
DSP	1832	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DSPP	1834	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
DST	667	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DSTN	11034	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DSTYK	25778	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DTL	51514	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
DTNA	1837	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DTNB	1838	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
DTWD1	56986	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DTX2	113878	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
DTX3	196403	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
DTX4	23220	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
DTYMK	1841	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DUOX1	53905	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
DUOX2	50506	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
DUS1L	64118	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
DUS2	54920	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DUS4L	11062	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
DUSP1	1843	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUSP10	11221	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUSP11	8446	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
DUSP12	11266	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DUSP13	51207	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUSP14	11072	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUSP2	1844	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUSP22	56940	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUSP26	78986	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUSP3	1845	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUSP4	1846	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUSP5	1847	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUSP6	1848	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUSP7	1849	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUSP9	1852	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DUT	1854	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
DVL1	1855	WNT-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DVL2	1856	WNT-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DVL3	1857	WNT-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DXO	1797	General-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
DYNC1H1	1778	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DYNC1I1	1780	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DYNC1LI1	51143	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DYNC1LI2	1783	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DYNC2LI1	51626	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DYNLL1	8655	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DYNLRB1	83658	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DYNLT1	6993	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DYNLT3	6990	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DYRK1A	1859	Anti-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
DYRK1B	9149	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DYRK2	8445	Pro-Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1
DYRK3	8444	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
DYRK4	8798	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
DYSF	8291	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
DZIP1	22873	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
DZIP3	9666	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
E2F1	1869	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
E2F2	1870	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
